Name,Men,Women,Total
Zsuzsa,3,19,22
Zühre,0,20,20
Zülâl,0,20,20
Zülfiye,0,20,20
Zavi,18,3,21
Zenaida,0,19,19
Ziba,3,18,21
Ziyaad,19,0,19
Zöhre,0,19,19
Zoja,3,18,21
Zowy,3,17,20
Zuhair,16,3,19
Zuwena,0,19,19
Zyra,0,19,19
Zaïda,0,18,18
Zayenne,0,18,18
Zebulon,18,0,18
Zem,18,0,18
Zeyn,18,0,18
Zhan,17,3,20
Zilpa,0,18,18
Zjoske,0,18,18
Zoila,0,18,18
Zoubair,18,0,18
Zuleyha,0,18,18
Zyana,0,18,18
Zacarias,15,3,18
Zackaria,17,0,17
Zaheer,13,3,16
Zahrah,0,17,17
Zaida,0,17,17
Zaïna,0,17,17
Zameer,17,0,17
Zamire,0,17,17
Zavier,16,3,19
Zayaan,14,3,17
Zephyrina,0,17,17
Zeus,17,0,17
Zimra,0,17,17
Zinaida,0,17,17
Zübeyir,17,0,17
Zahiera,0,16,16
Zandrie,16,0,16
Zanyar,16,0,16
Zeneb,0,16,16
Zenya,3,14,17
Zerlina,0,16,16
Zinat,0,16,16
Zlata,0,16,16
Zlatko,16,0,16
Zsófia,0,16,16
Zulal,3,15,18
Zuster,0,16,16
Zwanida,0,16,16
Zac,15,0,15
Zani,11,3,14
Zareena,0,15,15
Zein,15,0,15
Zinab,0,15,15
Zipora,0,15,15
Zoè,3,14,17
Zsazsa,0,15,15
Zwaannette,0,15,15
Zwany,0,15,15
Zwi,14,3,17
Zachariah,14,0,14
Zaheera,0,14,14
Zaïn,12,3,15
Zaïre,3,12,15
Zakariae,14,0,14
Zandra,0,14,14
Zascha,9,5,14
Zdravko,14,0,14
Zebedeus,14,0,14
Zefania,3,13,16
Zefnath,14,0,14
Zemira,0,14,14
Zenia,0,14,14
Zera,0,14,14
Zeshan,14,0,14
Zinho,14,0,14
Zoë-Lynn,0,14,14
Zoebeida,0,14,14
Zoha,0,14,14
Zorro,13,3,16
Zsuzsánna,0,14,14
Zulaika,0,14,14
Zülfikâr,14,0,14
Zvonimir,14,0,14
Zwannetta,0,14,14
Zwantinus,14,0,14
Zaher,10,3,13
Zalina,0,13,13
Zariena,0,13,13
Zärrin,3,10,13
Zasha,5,8,13
Zebedeüs,13,0,13
Zeena,0,13,13
Zeina,0,13,13
Zekeriyya,13,0,13
Zelma,0,13,13
Zivah,0,13,13
Zohara,0,13,13
Zorina,0,13,13
Zsa-Zsa,0,13,13
Zvonko,12,3,15
Zyara,0,13,13
Zainal,12,0,12
Zakir,12,0,12
Zarayda,0,12,12
Zazi,3,11,14
Zdzislaw,12,0,12
Zeff,12,0,12
Zehranur,0,12,12
Zelie,3,11,14
Zella,3,11,14
Zendé,12,0,12
Zeppe,11,3,14
Ziggi,11,3,14
Zijtje,0,12,12
Zimri,11,3,14
Zinah,3,11,14
Zira,0,12,12
Ziyed,12,0,12
Zöe,0,12,12
Zoebaida,0,12,12
Zohaib,12,0,12
Zsolt,12,0,12
Zusanne,0,12,12
Zvi,12,0,12
Zwaantienus,12,0,12
Zwaninus,12,0,12
Zweersina,0,12,12
Zweerus,12,0,12
Zyad,12,0,12
Zahed,11,0,11
Zakiyah,0,11,11
Zané,0,11,11
Zanne,3,10,13
Zanoah,8,3,11
Zarif,7,3,10
Zarifa,0,11,11
Zazou,0,11,11
Zea,3,9,12
Zefánja,7,3,10
Zeid,11,0,11
Zejna,0,11,11
Zekeriye,11,0,11
Zelena,0,11,11
Zinaïda,0,11,11
Zip,10,3,13
Zishan,11,0,11
Zoi,0,11,11
Zosha,3,10,13
Zulfiqar,10,3,13
Zuma,3,8,11
Zwaanette,0,11,11
Zwannet,0,11,11
Zweers,11,0,11
Zwen,11,0,11
Zach,10,0,10
Zadrak,10,0,10
Zahirah,0,10,10
Zam,3,6,9
Zamar,6,3,9
Zaraida,0,10,10
Ze'ev,10,0,10
Zeferino,10,0,10
Zemzem,0,10,10
Zenan,0,10,10
Zerah,3,6,9
Zeyad,10,0,10
Zeycan,0,10,10
Zila,3,9,12
Zinet,0,10,10
Zoelaiga,0,10,10
Zohir,10,0,10
Zonna,0,10,10
Zoraya,0,10,10
Zouhra,0,10,10
Zsofia,0,10,10
Zubeida,0,10,10
Zubeyr,10,0,10
Zuhaira,0,10,10
Zulekha,0,10,10
Zuriël,9,3,12
Zuzana,0,10,10
Zwerius,10,0,10
Zynab,0,10,10
Zabida,0,9,9
Zacha,3,7,10
Zacheüs,9,0,9
Zackery,9,0,9
Zade,5,3,8
Zaeem,9,0,9
Zagros,9,0,9
Zamani,3,8,11
Zan,5,3,8
Zareen,3,8,11
Zayden,9,0,9
Zebo,9,0,9
Zefnat,9,0,9
Zenzy,0,9,9
Zepherinus,9,0,9
Zephyra,0,9,9
Zerra,0,9,9
Zeva,0,9,9
Ziko,9,0,9
Zinan,9,0,9
Ziqi,3,7,10
Ziyi,0,9,9
Zofie,0,9,9
Zoí,0,9,9
Zorba,8,3,11
Zsuzsika,0,9,9
Zubayr,9,0,9
Zübeyda,0,9,9
Zubin,8,3,11
Zulaicha,0,9,9
Zulema,0,9,9
Zülfü,8,3,11
Zuri,3,7,10
Zusan,0,9,9
Zwannie,0,9,9
Zweerina,0,9,9
Zwenneke,0,9,9
Zyno,9,0,9
Zaarah,0,8,8
Zabit,8,0,8
Zacharina,0,8,8
Zafiera,0,8,8
Zaim,8,0,8
Zaïnab,0,8,8
Zairo,8,0,8
Zakariyah,8,0,8
Zaklina,0,8,8
Zalin,0,8,8
Zamier,8,0,8
Zamorano,8,0,8
Zano,8,0,8
Zari,0,8,8
Zarin,3,3,6
Zayon,8,0,8
Zäzilia,0,8,8
Zdenko,8,0,8
Zeca,8,0,8
Zeke,8,0,8
Zela,0,8,8
Zenaïda,0,8,8
Zenith,8,0,8
Zenobius,8,0,8
Zephania,3,7,10
Zeruja,0,8,8
Zhane,7,3,10
Zigo,8,0,8
Zihan,5,3,8
Zing,6,3,9
Ziona,0,8,8
Zisan,3,6,9
Zito,8,0,8
Ziv,8,0,8
