Name,Men,Women,Total
Gerbren,32,0,32
Gertruid,3,28,31
Getrude,0,32,32
Gian-Luca,32,0,32
Gijsina,0,32,32
Gion,31,3,34
Gislain,27,5,32
Godebertha,0,32,32
Godefride,3,30,33
Gosé,27,5,32
Goya,16,16,32
Gunilla,0,32,32
Galed,29,3,32
Gean,21,10,31
Gebke,3,30,33
Gedula,3,30,33
Geesinus,31,0,31
Generosa,3,29,32
Gerhardt,31,0,31
Gerjanneke,0,31,31
Gerrinda,0,31,31
Gertraud,3,30,33
Gertruidis,11,20,31
Giles,30,3,33
Giomar,31,0,31
Girigoria,0,31,31
Gökçen,5,26,31
Govanni,31,0,31
Gracita,0,31,31
Gülbeyaz,0,31,31
Geerdien,0,30,30
Geerts,30,0,30
Geetanjali,0,30,30
Gerridiena,0,30,30
Gerritha,0,30,30
Gezienes,30,0,30
Giang,17,13,30
Giany,28,3,31
Göksel,28,3,31
Göktuğ,30,0,30
Guillano,30,0,30
Guled,24,6,30
Guo,25,5,30
Gwynn,8,22,30
Gyselle,0,30,30
Gala,0,29,29
Ganesha,18,11,29
Gauthier,26,3,29
Geertken,0,29,29
Geertruud,3,26,29
Gemme,27,3,30
Geniva,0,29,29
Geovanni,28,3,31
Gepkina,0,29,29
Gerard-Jan,29,0,29
Gero,29,0,29
Gerrardina,0,29,29
Gerrits,29,0,29
Gertrüd,0,29,29
Geza,26,3,29
Ghalid,29,0,29
Ghilaine,0,29,29
Gielia,3,27,30
Gila,3,27,30
Giverny,3,27,30
Glory,5,24,29
Gökan,29,0,29
Gossen,29,0,29
Gosuina,3,28,31
Grades,29,0,29
Gretina,0,29,29
Gudule,3,28,31
Guillelmus,24,5,29
Gwenneth,3,26,29
Garreth,28,0,28
Gebbigje,0,28,28
Geertruides,22,6,28
Gerardien,3,27,30
Gerrian,24,3,27
Gerrold,28,0,28
Gerte,0,28,28
Gertruide,0,28,28
Gerwen,28,0,28
Gerzon,28,0,28
Gilion,28,0,28
Gillion,28,0,28
Goldie,0,28,28
Gülsah,0,28,28
Garret,27,0,27
Géa,0,27,27
Gedion,27,0,27
Generino,27,0,27
Gerinde,0,27,27
Germent,27,0,27
Gerritta,0,27,27
Gerryt,27,0,27
Giltje,3,26,29
Gisette,0,27,27
Golida,0,27,27
Goswina,0,27,27
Grietine,0,27,27
Gualbertus,26,3,29
Guillaumette,0,27,27
Guillemina,3,24,27
Guillielmus,26,3,29
Güner,14,13,27
Guylaine,0,27,27
Gwendola,0,27,27
Gejanne,0,26,26
Gepka,0,26,26
Gerlieke,0,26,26
Gerrad,25,3,28
Giorginio,26,0,26
Giulliano,26,0,26
Gon,5,21,26
Gooske,0,26,26
Gosiena,0,26,26
Grignion,21,5,26
Gatse,25,0,25
Gawain,25,0,25
Geeraard,25,0,25
Geerarda,0,25,25
Geerdinus,25,0,25
Geertuida,0,25,25
Gellof,25,0,25
Ger-Jan,25,0,25
Gerano,25,0,25
