Name,Men,Women,Total
Willemijndert,88,0,88
Waltruda,3,84,87
Wybo,87,0,87
Wille,42,44,86
Wandana,0,84,84
Wendelke,0,84,84
Wikash,84,0,84
Wyatt,83,3,86
Weia,0,82,82
Wijnie,0,82,82
Wayan,64,17,81
Winona,3,80,83
Wyke,3,78,81
Wina,0,79,79
Wishal,79,0,79
Wanja,28,50,78
Wilhelmijntje,0,78,78
Wubbigje,0,78,78
Wynona,0,78,78
Wilhelmiena,3,76,79
Wouterdina,0,77,77
Wouterius,75,3,78
Welmer,74,0,74
Walda,3,72,75
Warren,71,3,74
Wiepko,72,0,72
Woltherus,71,0,71
Wiljo,52,18,70
Wolfert,70,0,70
Walle,68,3,71
Wanisha,0,69,69
Wendelinus,67,3,70
Wiebrig,3,67,70
Wiekert,68,0,68
Walburgis,18,49,67
Wandrina,3,65,68
Warntje,66,0,66
Wassila,0,66,66
Wiliam,64,3,67
Winesh,66,0,66
Wannes,65,0,65
Wapke,3,64,67
Wianda,0,65,65
Waander,64,0,64
Wernardus,64,0,64
Wigbold,64,0,64
Wijbrigje,0,64,64
Wiltje,56,8,64
Win,28,36,64
Wolthera,0,64,64
Wicherdina,0,63,63
Wiebina,0,63,63
Wiek,56,7,63
Winfridus,62,3,65
Woutine,0,63,63
Walfridus,61,3,64
Willeboord,62,0,62
Winter,43,19,62
Wiske,3,60,63
Wouke,3,61,64
Watte,61,0,61
Wilgo,60,0,60
Wemmigje,0,59,59
Wenny,5,54,59
Willine,0,59,59
Wubbiena,0,59,59
Wenke,0,58,58
Wik,55,3,58
Wolfram,57,3,60
Warmolt,57,0,57
Wea,3,56,59
Woody,51,6,57
Waldina,3,55,58
Weike,0,56,56
Winette,0,56,56
Wendelmoed,0,55,55
Wernerus,53,3,56
Wimmie,15,40,55
Wobke,20,35,55
Wolbertus,55,0,55
Wienand,53,3,56
Wouterke,0,54,54
Wrister,54,0,54
Walterius,52,3,55
Waltraut,3,51,54
Wiggele,53,0,53
Wisal,3,49,52
Wahida,0,52,52
Wianne,0,52,52
Wilhemina,3,49,52
Wesselius,50,3,53
Wibren,51,0,51
Wijgert,51,0,51
Willemyn,0,51,51
Wobina,0,51,51
Woutina,0,51,51
Wart,50,0,50
Wenneke,0,50,50
Werenfried,50,0,50
Wilmy,0,50,50
Wimpje,3,49,52
Wobbigje,0,50,50
Wahid,47,3,50
Warre,49,0,49
Wenzel,49,0,49
Widjai,49,0,49
Wilger,49,0,49
Wilrik,49,0,49
Woltje,0,49,49
Wouter-Jan,49,0,49
Wulf,49,0,49
Waltherius,45,3,48
Wiresh,48,0,48
Wendi,3,45,48
Wiendelt,47,0,47
Wilhelmientje,0,47,47
Williene,3,46,49
Wolmet,0,47,47
