Name,Men,Women,Total
Ulubey,3,0,3
Ulucan,3,0,3
Ulvar,3,0,3
Ulvrin,3,0,3
Uly,0,3,3
Ulyana,0,3,3
Ulytha,0,3,3
Umai,0,3,3
Umaimah,0,3,3
Umalkhayr,0,3,3
Umama,0,3,3
Umarah,0,3,3
Umarú,3,0,3
Umbelina,3,3,6
Umeh,0,3,3
Umeshkumar,3,0,3
Umeyme,0,3,3
Umika,0,3,3
Umira,0,3,3
Umisa,0,3,3
Umman,0,3,3
Ummani,3,3,6
Ummara,0,3,3
Ummechina,0,3,3
Ummie,0,3,3
Ummü,0,3,3
Umrai,0,3,3
Unaiza,0,3,3
Unaysa,0,3,3
Undina,0,3,3
Undómiel,0,3,3
Uneata,0,3,3
Uneco,3,0,3
Uneko,3,0,3
Uneyse,0,3,3
Unga,0,3,3
Ungkai,3,0,3
Unianne,0,3,3
Unica,0,3,3
Uniek,3,3,6
Unnis,3,0,3
Unsa,0,3,3
Untjelina,0,3,3
Unus,3,0,3
Upaasna,0,3,3
Upasana,0,3,3
Upendo,3,0,3
Urallyne,0,3,3
Urbanius,3,0,3
Urbiene,3,0,3
Urbina,0,3,3
Urby,3,0,3
Urcila,0,3,3
Urcy,0,3,3
Ureli,0,3,3
Urene,0,3,3
Urfried,3,0,3
Urga,3,3,6
Urgel,3,0,3
Urgen,3,0,3
Urginio,3,0,3
Urho,3,0,3
Uriana,0,3,3
Urich,3,0,3
Uridice,0,3,3
Uriela,0,3,3
Urijah,3,0,3
Uritha,0,3,3
Uriyah,3,0,3
Urko,3,0,3
Urkuş,0,3,3
Urla,0,3,3
Urleen,0,3,3
Urlich,3,0,3
Urly,3,0,3
Urlyson,3,0,3
Urmien,0,3,3
Urmiladevie,0,3,3
Urmiladewie,0,3,3
Urminde,0,3,3
Urmpje,0,3,3
Urney,3,0,3
Urrel,3,0,3
Urselie,0,3,3
Urseliena,0,3,3
Ursella,0,3,3
Urshalon,3,0,3
Urshelon,3,0,3
Ursia,0,3,3
Ursida,0,3,3
Ursiela,0,3,3
Ursilla,0,3,3
Ursino,3,0,3
Ursmara,0,3,3
Urso,3,0,3
Ursüla,0,3,3
Urviana,0,3,3
Urvill,3,0,3
Urville,3,0,3
Urvinio,3,0,3
Urwah,3,3,6
Usaama,3,0,3
Usar,3,3,6
Uscher,3,0,3
Uselène,3,0,3
Useus,3,0,3
Ushadevie,0,3,3
Ushi,0,3,3
Ushma,0,3,3
Usia,0,3,3
Uskina,0,3,3
Usmar,3,0,3
Usörö,3,0,3
Ussama,3,0,3
Ustasia,0,3,3
Ustino,3,0,3
Utamie,0,3,3
Utari,0,3,3
Uthai,3,3,6
Uther,3,0,3
Utju,3,0,3
Utkun,3,0,3
Uto,3,0,3
Utscha,0,3,3
Uulderik,3,0,3
Uulkes,3,0,3
Uun,0,3,3
Uuntina,0,3,3
Uusje,0,3,3
Uwa,3,0,3
Uwase,0,3,3
Uwayemwen,0,3,3
Uwera,3,3,6
Uyghur,3,3,6
Uyghuray,0,3,3
Uygun,3,0,3
Uyi,3,3,6
Uyi-Oghosa,3,3,6
Uyoyo,3,3,6
Uzaïr,3,0,3
Uzman,3,0,3
Uzodinma,3,0,3
Uzondu,3,3,6
Uzume,0,3,3
Uzuri,0,3,3
U'gyño,3,0,3
U-Gene,3,0,3
U-Ginyo,3,0,3
U-Lai,0,3,3
U-ting,3,0,3
U-Wen,0,3,3
Uadei,3,0,3
Uafa,0,3,3
Uafae,0,3,3
Uafe,0,3,3
Uaheb,3,0,3
Uaheba,0,3,3
Uahida,0,3,3
Uami,0,3,3
Uandi,0,3,3
Uani,3,0,3
Uarda,0,3,3
Uasif,3,0,3
