Name,Men,Women,Total
Nataschja,0,117,117
Nero,116,3,119
Netta,3,113,116
Nanet,0,115,115
Nessa,3,112,115
Natanja,3,111,114
Nyla,0,112,112
Nell,5,106,111
Nikhil,110,0,110
Nickolas,108,3,111
Nuno,109,0,109
Nam,95,13,108
Nguyen,57,51,108
Naina,0,107,107
Nanke,0,107,107
Necati,107,0,107
Nil,11,96,107
Nehir,3,102,105
Niel,103,3,106
Nash,101,3,104
Nevaeh,3,101,104
Nikai,105,0,105
Naïm,100,3,103
Nolda,3,103,106
Narjiss,0,103,103
Nathalja,0,103,103
Naantje,0,102,102
Napoleon,101,3,104
Noemi,3,101,104
Nikolaos,100,3,103
Nasr-Eddine,100,0,100
Neeske,3,99,102
Nilo,99,3,102
Nasreddine,99,0,99
Neda,3,98,101
Neha,3,98,101
Nicôle,3,98,101
Nuriye,0,99,99
Nadina,3,97,100
Nennetje,0,98,98
Nidal,91,7,98
Nimet,3,97,100
Nies,54,42,96
Noer,37,59,96
Neelam,0,95,95
Neelke,3,94,97
Nuran,3,94,97
Neve,5,89,94
Nikolas,93,3,96
Nura,0,93,93
Nevra,0,92,92
Nikolaus,92,0,92
Naära,0,91,91
Nicolás,91,0,91
Nassima,0,90,90
Nela,0,90,90
Noya,3,86,89
Nadeem,70,19,89
Niyazi,89,0,89
Nurgül,0,89,89
Nanon,7,80,87
Nantko,87,0,87
Nazlı,0,87,87
Nejla,0,87,87
Nikee,3,85,88
Nardy,20,66,86
Nas,3,83,86
Nathali,0,86,86
Ninja,3,84,87
Nanco,85,0,85
Nowi,7,78,85
Nour-Eddine,84,0,84
Nazmiye,0,83,83
Noömi,0,83,83
Natalya,3,81,84
Nazar,22,60,82
Nitesh,82,0,82
Nadien,3,78,81
Nasr,77,3,80
Nilesh,79,3,82
Naila,0,80,80
Nataly,0,80,80
Neşe,0,80,80
Nurten,0,79,79
Nandy,3,75,78
Nayla,0,78,78
Nicci,3,76,79
Nuh,78,0,78
Niobe,3,76,79
Nitin,76,3,79
Naciye,0,76,76
Najima,0,76,76
Najma,0,76,76
Natali,0,76,76
Nazia,0,76,76
Nedim,76,0,76
Najlae,0,75,75
Nayomi,3,74,77
Nyne,0,75,75
Nahid,3,70,73
Nasira,3,73,76
Nikée,0,74,74
Naómi,0,73,73
Neletta,0,73,73
Nesia,0,73,73
Nim,30,43,73
Naveen,71,3,74
Nga,3,69,72
Niessina,0,72,72
Nissrine,0,72,72
Nouria,0,72,72
Nenna,3,69,72
Nickie,32,39,71
Nirmala,0,71,71
Nouaman,71,0,71
Nazife,3,69,72
Nestor,69,3,72
Nicasia,3,69,72
Navajo,67,3,70
Nevil,67,3,70
Nhu,3,67,70
Niya,3,68,71
Noémy,0,69,69
Noï,7,62,69
Numan,68,3,71
Nelke,0,68,68
Nerena,3,67,70
Nirvana,3,65,68
Nishant,68,0,68
Nox,58,10,68
Neill,67,0,67
Nurettin,67,0,67
Nyssa,3,66,69
Nagihan,0,66,66
Nail,66,0,66
Nilüfer,0,66,66
Nonja,0,65,65
Nouschka,0,65,65
Nafisa,0,64,64
Nataša,0,64,64
Nathánaël,63,3,66
Nazan,0,64,64
Nesibe,0,64,64
Nicolaj,64,0,64
Niza,3,62,65
Nadi,6,57,63
Nonna,0,63,63
Noury,54,9,63
Nurdan,3,62,65
Nurhan,3,60,63
Nyo,60,3,63
Nardus,62,0,62
Neltje,0,62,62
Nii,62,0,62
Narek,60,3,63
Nergiz,0,61,61
Nahla,0,60,60
Nargis,0,60,60
Nees,56,3,59
Nilgün,0,60,60
Nivard,60,0,60
Niven,55,5,60
Norberdina,3,59,62
Nouara,0,60,60
Nya,0,60,60
Nala,0,59,59
Nazim,59,0,59
Niall,59,0,59
Noëlia,0,59,59
Nadin,9,49,58
Nammen,57,0,57
Nardo,57,0,57
Nilan,56,3,59
Nilda,3,56,59
Noëmie,3,56,59
Noes,21,36,57
Nouraya,0,57,57
Nynthe,0,57,57
Nader,49,7,56
Nelianne,0,56,56
Noa-Lynn,0,56,56
Nastasja,3,54,57
Nebi,55,0,55
Neeke,0,55,55
Nefise,0,55,55
Nenad,55,0,55
Nikolay,55,0,55
Normen,55,0,55
Nuala,3,54,57
Nayara,0,53,53
Nelline,0,53,53
Neri,9,44,53
Nicolaes,49,3,52
Nolke,49,3,52
Nydia,0,53,53
Najia,0,52,52
Neelis,52,0,52
Nelligje,0,52,52
Niesina,0,52,52
Niva,3,49,52
Noldina,3,51,54
Noyan,52,0,52
Naeem,46,5,51
Nathanie,3,50,53
Nawin,51,0,51
Nevada,5,46,51
Neveah,3,50,53
Ninah,0,51,51
Novah,10,41,51
Necip,50,0,50
Noha,3,46,49
Nutte,50,0,50
Nadiya,0,49,49
Nandita,0,49,49
Nani,13,36,49
Narjis,0,49,49
Nieky,24,25,49
Ning,16,33,49
Noora,0,49,49
Naël,39,9,48
Nalinie,0,48,48
Nasima,3,47,50
Navarro,47,3,50
Nawid,48,0,48
Nehemiah,40,8,48
Neriman,0,48,48
Nevzat,48,0,48
Naa,0,47,47
Naira,0,47,47
Nalani,3,46,49
Nannet,3,46,49
Natalija,0,47,47
Nelli,3,46,49
Nezha,0,47,47
Nezia,0,47,47
Noëmy,0,47,47
Nourain,0,47,47
Navaro,45,3,48
Necla,0,46,46
Nicoleta,0,46,46
Nique,22,24,46
Nygel,46,0,46
Nathania,0,45,45
Naushad,45,0,45
Nazir,39,6,45
Neli,3,44,47
Neomy,0,45,45
Nilton,45,0,45
Novalee,0,45,45
Nuna,3,44,47
Nadège,0,44,44
Nance,3,42,45
Natasia,3,43,46
Neelie,0,44,44
Nels,41,3,44
Neomie,0,44,44
Nethanja,12,32,44
Nhat,39,5,44
Nikolina,0,44,44
Nomy,0,44,44
Noori,8,36,44
Novy,6,38,44
Nassir,43,0,43
Nickolai,42,3,45
Niesko,43,0,43
Nighel,40,3,43
Nikaj,42,3,45
Norbertine,0,43,43
Nyarko,14,29,43
Nadal,40,3,43
Naser,39,3,42
Natanya,0,42,42
Nathalya,0,42,42
Nawien,41,3,44
Nazik,0,42,42
Nerea,0,42,42
Ngozi,8,34,42
Niño,42,0,42
Noamy,0,42,42
Nadiah,0,41,41
Nady,3,37,40
Nanique,0,41,41
Narada,35,6,41
Nasrin,0,41,41
Natashja,0,41,41
Neleward,41,0,41
Nemanja,41,0,41
Nimrod,40,3,43
Noelia,0,41,41
Nomdo,41,0,41
Noorani,40,3,43
Noore,3,39,42
Norwin,41,0,41
Nouchka,0,41,41
Nyk,39,3,42
Nandine,0,40,40
Nasra,3,38,41
Nathascha,0,40,40
Nayana,0,40,40
Nerys,0,40,40
Nessim,40,0,40
Nev,40,0,40
Nickolaas,40,0,40
Niclas,40,0,40
Nimue,0,40,40
Noumidia,0,40,40
Nurullah,40,0,40
Naci,39,0,39
Nahom,39,0,39
Niam,32,7,39
Niesa,0,39,39
Nolbertus,39,0,39
Naduah,3,34,37
Naftalie,18,20,38
Najwa,0,38,38
Nardie,3,37,40
Nataniël,38,0,38
Naya,3,37,40
Nazario,38,0,38
Nilson,38,0,38
Nira,0,38,38
Norina,0,38,38
Nakita,0,37,37
Nardi,10,27,37
Natalina,0,37,37
Nathal,24,13,37
Navid,37,0,37
Neesje,0,37,37
Niclasina,0,37,37
Nieskje,0,37,37
Nieve,3,36,39
Nilou,3,36,39
Nisse,27,10,37
Nourdine,36,3,39
Nyna,0,37,37
Najade,0,36,36
Namara,0,36,36
Nanoek,3,33,36
Nariman,3,33,36
Nazima,0,36,36
Nazmi,36,0,36
Neeltsje,0,36,36
Nieki,6,30,36
Niessiena,0,36,36
Nikolien,0,36,36
Norea,0,36,36
Noussair,36,0,36
Novita,0,36,36
Noxx,35,3,38
Naëma,0,35,35
Naline,0,35,35
Natale,29,6,35
Nayra,0,35,35
Nebahat,3,34,37
Nicolasine,0,35,35
Nieko,35,0,35
Nieves,3,34,37
Nalin,7,27,34
Naouar,0,34,34
Navayo,34,0,34
Nea,3,33,36
Neander,34,0,34
Nicklas,34,0,34
Nouha,0,34,34
Novée,0,34,34
Nyree,3,30,33
Naïl,33,0,33
Nalan,3,31,34
Naleke,0,33,33
Narelle,0,33,33
Nayan,33,0,33
Neely,3,31,34
Néomi,0,33,33
Nicander,32,3,35
Noni,3,31,34
Nordine,31,3,34
Nourhan,0,33,33
Nursena,0,33,33
Nuur,18,15,33
Nyamekye,15,18,33
Nafthali,27,5,32
Neske,3,31,34
Nicodema,3,30,33
Nigella,0,32,32
Niky,12,20,32
Nora-Lynn,0,32,32
Noraine,0,32,32
Novel,26,6,32
Nuij,32,0,32
Nusret,32,0,32
Nadèche,0,31,31
Nahuel,31,0,31
Nailah,0,31,31
Nandani,0,31,31
Nawaz,23,8,31
Nazanin,0,31,31
Nazif,31,0,31
Necmettin,31,0,31
Neela,3,30,33
Ngan,3,30,33
Nicholaas,31,0,31
Nicolientje,0,31,31
Nielson,31,0,31
Nineke,0,31,31
Nitish,31,0,31
Niyah,0,31,31
Njoek,5,26,31
Noera,0,31,31
Noussaiba,0,31,31
Nowa,6,25,31
Nykle,31,0,31
Narayan,30,0,30
