Name,Men,Women,Total
Hedde,234,7,241
Hendrijntje,0,241,241
Hendriena,3,238,241
Hotske,0,239,239
Hanno,238,0,238
Hacer,0,232,232
Herald,229,3,232
Haico,230,0,230
Helmer,229,0,229
Hazal,0,228,228
Harmtje,0,227,227
Heavenly,0,219,219
Hafida,0,218,218
Harmtien,0,218,218
Hendrikes,214,3,217
Huibertina,0,216,216
Hindriktje,0,215,215
Hakima,0,214,214
Hadewych,5,208,213
Hang,136,75,211
Hesther,3,207,210
Harco,204,0,204
Hillegina,3,202,205
Hidaya,0,203,203
Helmich,201,3,204
Hung,176,25,201
Harmannes,199,0,199
Hava,0,199,199
Heather,0,199,199
Harmine,0,198,198
Horst,195,3,198
Hümeyra,0,198,198
Hubregt,197,0,197
Hartger,196,0,196
Hendriëtte,0,196,196
Hillegonde,0,196,196
Hedda,20,172,192
Hettie,3,189,192
Haydar,190,3,193
Hendrikjen,0,189,189
Hasse,48,140,188
Hussain,169,19,188
Haike,98,89,187
Helmuth,179,8,187
Heika,0,185,185
Humphry,184,0,184
Henna,3,182,185
Harko,182,0,182
Heleentje,0,181,181
Hiddo,181,0,181
Hendrien,3,173,176
Harmiena,0,176,176
Hedwich,12,164,176
Hesselina,0,176,176
Hoi,39,135,174
Hendry,162,6,168
Herbertus,165,3,168
Herke,163,3,166
Hinne,155,12,167
Hector,159,7,166
Hub,138,28,166
Halina,3,164,167
Hin,154,11,165
Hortensia,10,155,165
Hylkje,0,165,165
Hedi,20,144,164
Henryk,163,3,166
Haris,162,0,162
Hilma,3,161,164
Huseyin,162,0,162
Hilarius,157,3,160
Honoria,3,157,160
Hanke,7,153,160
Hamdi,132,26,158
Heerke,158,0,158
Harrold,155,3,158
Hubertinus,152,3,155
Habiba,0,154,154
Hananja,49,104,153
Hanife,0,151,151
Haitam,150,0,150
Hijmen,149,3,152
Hariëtte,3,148,151
Hasret,18,131,149
Hillegiena,0,149,149
Hermanes,148,0,148
Hebe,16,131,147
Helmert,147,0,147
Henriet,3,146,149
Hepke,144,3,147
Henkjan,144,0,144
Hank,134,9,143
Huy,141,3,144
Hai,86,56,142
Heero,141,0,141
Helmina,6,135,141
Holger,141,0,141
Hyacinta,5,136,141
Habib,134,5,139
Henno,139,0,139
Hafid,137,3,140
Hildo,137,3,140
Huite,138,0,138
Harrij,130,7,137
Hinderk,137,0,137
Helouise,0,134,134
Hyronimus,132,3,135
Heinze,133,0,133
Hilvert,133,0,133
Hazina,0,131,131
Henni,39,92,131
Halime,0,130,130
Hedwigis,17,113,130
Henkie,125,5,130
Heaven,16,113,129
Hagar,12,116,128
Huibertine,0,128,128
Hatim,125,3,128
Holly,3,124,127
Huigje,0,127,127
Hilleke,3,123,126
Hilmar,105,20,125
Haroun,121,3,124
Hay,107,17,124
Heere,124,0,124
Heije,116,8,124
Helmig,124,0,124
Herminus,123,3,126
Haring,123,0,123
Hendriksje,0,123,123
Huguette,0,122,122
Hiëronymus,120,3,123
Hildegardis,5,116,121
Henrieka,3,118,121
Hilmi,119,0,119
Herjan,117,3,120
Harbert,117,0,117
Henrina,3,114,117
Hikmet,100,16,116
Hanim,0,115,115
Hawa,0,115,115
Hendriekus,115,0,115
Hebeltje,0,114,114
Harjan,109,3,112
Herber,111,3,114
Hua,57,56,113
Hendrie,106,6,112
Hermiene,3,111,114
Havin,0,110,110
Henne,70,40,110
Hertha,0,110,110
Hantje,70,39,109
Harmjan,109,0,109
Hatun,0,109,109
Hayriye,0,109,109
Helenius,108,3,111
Halit,107,3,110
Haroen,107,0,107
Hiranur,0,107,107
Heronimus,106,0,106
Hélena,5,100,105
Hadi,93,11,104
Henrice,6,98,104
