Name,Men,Women,Total
Pasquinel,57,3,60
Pauwlina,0,57,57
Pieterina,0,57,57
Péronne,0,56,56
Ploontje,0,56,56
Purcy,55,3,58
Peng,49,6,55
Perez,41,14,55
Prudence,3,51,54
Panagiotis,54,0,54
Pluk,33,21,54
Pouwlina,0,54,54
Peije,52,3,55
Persad,53,0,53
Pie,39,14,53
Piety,0,53,53
Philia,0,52,52
Pierette,3,51,54
Pio,41,11,52
Prya,0,52,52
Petry,3,49,52
Phuc,46,5,51
Plony,3,50,53
Polycarpus,49,3,52
Pak,43,7,50
Pasqualle,8,42,50
Paulino,47,3,50
Pietrik,3,46,49
Preeti,0,50,50
Peronne,0,49,49
Pieteke,0,49,49
Pascha,10,38,48
Peterdina,3,47,50
Pharell,48,0,48
Piero,45,3,48
Pieters,41,6,47
Pleuna,0,47,47
Primo,44,3,47
Prins,41,6,47
Pawel,44,3,47
Peternel,3,42,45
Pakize,0,45,45
Pat,26,19,45
Payal,0,45,45
Penina,0,45,45
Pyter,45,0,45
Pascaline,3,43,46
Persijn,43,3,46
Pancho,42,3,45
Paschasius,43,0,43
Pascual,43,0,43
Pilou,7,36,43
Priska,0,43,43
Parvati,0,42,42
Paz,11,31,42
Piëtro,40,3,43
Praveen,37,5,42
Petran,39,3,42
Pharrel,41,0,41
Philein,3,37,40
Prem,37,3,40
Paşa,40,0,40
Pasha,34,6,40
Pau,26,14,40
Pelegrinus,40,0,40
Petr,40,0,40
Pit,28,12,40
Pitronella,0,40,40
Pacifica,3,36,39
Philips,38,3,41
Pons,38,3,41
Pattrick,38,0,38
Petina,0,38,38
Phillipe,34,3,37
Pouline,0,38,38
Prisilla,0,38,38
Perle,3,35,38
Placida,3,36,39
Polina,0,37,37
Pascall,21,15,36
Philomenus,36,0,36
Pravesh,36,0,36
Petrine,0,35,35
Piene,0,35,35
Pierius,35,0,35
Pola,3,31,34
Prudentius,33,3,36
Patrizio,32,3,35
Pepyn,34,0,34
Phillippe,34,0,34
Phillipus,33,3,36
Pina,0,34,34
Pope,34,0,34
Preet,14,20,34
Priskilla,0,34,34
Paules,31,3,34
Peder,33,0,33
Pety,3,32,35
Piëta,0,33,33
Pieterszoon,33,0,33
Pravin,32,3,35
Pythia,0,33,33
Patou,3,29,32
Pellina,0,32,32
Perrine,0,32,32
Petek,0,32,32
Petrosina,0,32,32
Petruschka,0,32,32
Pharaïlda,3,31,34
Phu,31,3,34
Palle,31,0,31
Parcifal,30,3,33
Pauly,12,19,31
Pembe,0,31,31
Penélope,0,31,31
Perrin,28,3,31
Petera,0,31,31
Petrouschka,0,31,31
Pico,29,3,32
Pippe,7,24,31
Pippijn,24,7,31
Pirmin,31,0,31
Ploon,9,22,31
Peggie,3,28,31
Peri,0,30,30
Pernelle,3,29,32
Pharailde,3,27,30
Phiene,0,30,30
Ploni,0,30,30
Pricella,0,30,30
Pal,29,0,29
Pals,28,3,31
Pereira,15,14,29
Pervin,3,28,31
Petrenella,0,29,29
Petricia,0,29,29
Philipa,0,29,29
Phillippus,29,0,29
Pierrot,28,3,31
Pietie,3,28,31
Preshant,29,0,29
Prissilla,0,29,29
Pál,28,0,28
Palma,3,25,28
Pantaleon,25,3,28
Paschalia,0,28,28
Pauletta,3,27,30
